customer_id,total_orders,total_spend,avg_order_value,avg_discount_pct,return_rate,avg_rating
CUST00109,5,3837.05,767.4100000000001,0.332,0.0,4.0
CUST00110,6,3922.07,653.6783333333334,0.26333333333333336,0.0,5.0
CUST00111,1,1135.09,1135.09,0.23,0.0,5.0
CUST00112,8,5576.25,697.03125,0.23875,0.125,4.375
CUST00113,2,1601.31,800.655,0.385,0.0,4.0
CUST00114,6,5133.53,855.5883333333333,0.265,0.0,4.0
CUST00115,1,596.54,596.54,0.14,0.0,3.0
CUST00116,6,5635.9,939.3166666666666,0.18666666666666668,0.0,4.333333333333333
CUST00117,4,2534.33,633.5825,0.16499999999999998,0.0,4.0
CUST00118,1,689.56,689.56,0.18,0.0,5.0
CUST00119,3,2848.36,949.4533333333334,0.3466666666666667,0.0,4.0
CUST00120,1,261.95,261.95,0.27,0.0,5.0
CUST00121,2,2496.0299999999997,1248.0149999999999,0.19,0.0,2.5
CUST00122,2,2048.93,1024.465,0.36,0.0,4.0
CUST00123,6,2989.07,498.17833333333334,0.34833333333333333,0.16666666666666666,3.5
CUST00124,4,2570.5,642.625,0.3375,0.0,3.75
CUST00125,2,1698.4,849.2,0.395,0.0,3.5
CUST00126,2,1260.02,630.01,0.43,0.0,3.0
CUST00127,2,729.55,364.775,0.29500000000000004,0.0,3.0
CUST00128,2,1716.68,858.34,0.42000000000000004,0.0,3.5
CUST00129,3,3369.08,1123.0266666666666,0.3133333333333333,0.3333333333333333,2.3333333333333335
CUST00130,1,1272.47,1272.47,0.48,0.0,4.0
CUST00131,6,6830.01,1138.335,0.29,0.0,3.3333333333333335
CUST00132,5,4876.780000000001,975.3560000000001,0.346,0.0,4.0
CUST00133,8,5982.58,747.8225,0.3,0.0,3.625
CUST00134,5,4075.34,815.068,0.292,0.2,3.6
CUST00135,4,2534.18,633.545,0.29000000000000004,0.0,3.0
CUST00136,1,514.9,514.9,0.3,0.0,5.0
CUST00137,2,1035.87,517.935,0.315,0.0,4.0
CUST00138,1,905.11,905.11,0.46,0.0,3.0
CUST00139,2,1715.4,857.7,0.295,0.0,4.0
CUST00140,4,3768.34,942.085,0.28250000000000003,0.0,3.0
CUST00141,1,647.85,647.85,0.23,0.0,5.0
CUST00142,5,1880.0,376.0,0.4,0.0,3.4
CUST00143,6,7407.96,1234.66,0.17333333333333334,0.0,4.333333333333333
CUST00144,9,6186.54,687.3933333333333,0.31555555555555553,0.1111111111111111,4.111111111111111
CUST00145,1,502.35,502.35,0.11,0.0,5.0
CUST00146,5,5942.68,1188.536,0.188,0.2,4.6
CUST00147,3,2809.3199999999997,936.4399999999999,0.18333333333333335,0.0,3.3333333333333335
CUST00148,4,3013.01,753.2525,0.23249999999999998,0.0,4.0
CUST00149,1,787.94,787.94,0.2,0.0,5.0
CUST00150,3,1355.63,451.8766666666667,0.39666666666666667,0.0,4.0
CUST00151,7,5530.69,790.0985714285714,0.30428571428571427,0.0,3.7142857142857144
CUST00152,7,4989.280000000001,712.7542857142859,0.3742857142857143,0.14285714285714285,3.7142857142857144
CUST00153,1,977.12,977.12,0.37,0.0,4.0
CUST00154,8,7145.24,893.155,0.23375,0.0,3.125
CUST00155,3,2024.8,674.9333333333333,0.39666666666666667,0.0,3.6666666666666665
CUST00156,2,4241.75,2120.875,0.14500000000000002,0.5,2.5
CUST00157,5,2269.91,453.98199999999997,0.238,0.0,3.8
CUST00158,1,812.34,812.34,0.25,0.0,5.0
CUST00159,2,3713.77,1856.885,0.27,0.0,3.5
CUST00160,2,1064.66,532.33,0.28500000000000003,0.0,2.5
CUST00161,4,4490.9,1122.725,0.2625,0.0,3.25
CUST00162,2,1194.5900000000001,597.2950000000001,0.29000000000000004,0.0,3.5
CUST00163,1,275.41,275.41,0.37,0.0,4.0
CUST00164,5,4657.03,931.406,0.24,0.0,4.0
CUST00165,3,1825.77,608.59,0.31,0.0,4.666666666666667
CUST00166,1,1269.41,1269.41,0.37,0.0,4.0
CUST00167,1,423.24,423.24,0.24,0.0,5.0
CUST00168,4,4159.16,1039.79,0.1625,0.0,4.25
CUST00169,1,1799.45,1799.45,0.12,0.0,2.0
CUST00170,10,6759.48,675.948,0.27,0.0,3.7
CUST00171,1,1077.78,1077.78,0.38,0.0,4.0
CUST00172,7,4910.65,701.5214285714285,0.36428571428571427,0.0,3.857142857142857
CUST00173,5,1431.69,286.338,0.384,0.0,4.0
CUST00174,6,2361.28,393.5466666666667,0.31166666666666665,0.16666666666666666,3.6666666666666665
CUST00175,4,3568.3199999999997,892.0799999999999,0.225,0.0,2.25
CUST00176,3,3830.31,1276.77,0.3433333333333333,0.0,5.0
CUST00177,2,1003.66,501.83,0.45999999999999996,0.0,3.0
CUST00178,8,5602.76,700.345,0.27625,0.25,4.375
CUST00179,3,1585.62,528.54,0.44333333333333336,0.0,4.0
CUST00180,2,1570.85,785.425,0.26,0.5,1.5
CUST00181,1,1107.73,1107.73,0.0,0.0,5.0
CUST00182,1,305.3,305.3,0.31,0.0,4.0
CUST00183,3,3246.8900000000003,1082.2966666666669,0.25,0.0,4.0
CUST00184,5,5072.85,1014.57,0.27199999999999996,0.0,3.6
CUST00185,7,4179.18,597.0257142857143,0.33428571428571424,0.0,4.285714285714286
CUST00186,1,714.65,714.65,0.33,0.0,4.0
CUST00187,3,1344.75,448.25,0.5099999999999999,0.0,4.666666666666667
CUST00188,7,5810.17,830.0242857142857,0.3085714285714286,0.14285714285714285,4.0
CUST00189,9,5900.65,655.6277777777777,0.23333333333333334,0.1111111111111111,4.111111111111111
CUST00190,1,482.88,482.88,0.13,0.0,5.0
CUST00191,1,149.0,149.0,0.34,0.0,3.0
CUST00192,3,2263.95,754.65,0.28,0.0,3.6666666666666665
CUST00193,1,424.74,424.74,0.21,0.0,5.0
CUST00194,5,3878.09,775.618,0.36,0.4,3.8
CUST00195,1,654.27,654.27,0.17,0.0,5.0
CUST00196,2,1272.38,636.19,0.28,0.0,3.0
CUST00197,9,8552.59,950.2877777777778,0.30444444444444446,0.0,3.2222222222222223
CUST00198,9,7595.96,843.9955555555556,0.28444444444444444,0.0,3.7777777777777777
CUST00199,4,3273.56,818.39,0.22749999999999998,0.0,3.5
CUST00200,6,6239.45,1039.9083333333333,0.17166666666666666,0.0,3.6666666666666665
CUST00201,7,6691.56,955.9371428571429,0.23857142857142857,0.0,4.166666666666667
CUST00202,1,1220.26,1220.26,0.33,0.0,5.0
CUST00203,2,743.3499999999999,371.67499999999995,0.39,0.0,3.0
CUST00204,5,2706.75,541.35,0.284,0.0,3.4
CUST00205,5,3202.69,640.538,0.23399999999999999,0.0,3.8
CUST00206,10,6479.7,647.97,0.265,0.1,3.8
CUST00207,1,193.1,193.1,0.62,0.0,
CUST00208,6,6865.35,1144.2250000000001,0.20000000000000004,0.0,4.166666666666667
CUST00209,5,3422.88,684.576,0.192,0.2,2.4
CUST00210,2,1254.8700000000001,627.4350000000001,0.27,0.0,4.5
CUST00211,5,27215.920000000002,5443.184,0.324,0.0,3.6
CUST00212,3,2071.6800000000003,690.5600000000001,0.32666666666666666,0.0,4.666666666666667
CUST00213,2,1680.61,840.305,0.2,1.0,3.5
CUST00214,1,1427.16,1427.16,0.22,0.0,4.0
CUST00215,3,1564.1,521.3666666666667,0.19666666666666666,0.0,3.0
CUST00216,1,1349.42,1349.42,0.27,1.0,4.0
CUST00217,3,1179.94,393.31333333333333,0.35333333333333333,0.0,3.0
CUST00218,2,1492.68,746.34,0.13,0.0,4.0
CUST00219,6,2782.79,463.79833333333335,0.36166666666666664,0.0,4.0
CUST00220,3,1450.4099999999999,483.46999999999997,0.21666666666666667,0.0,4.666666666666667
CUST00221,2,781.03,390.515,0.345,0.0,3.0
CUST00222,2,1259.5,629.75,0.45,0.0,4.5
CUST00223,1,757.58,757.58,0.53,0.0,5.0
CUST00224,2,1839.95,919.975,0.32,0.5,3.5
CUST00225,3,3012.6,1004.1999999999999,0.32,0.0,4.333333333333333
CUST00226,3,2345.42,781.8066666666667,0.15666666666666668,0.3333333333333333,4.0
CUST00227,6,4383.02,730.5033333333334,0.2816666666666667,0.16666666666666666,4.166666666666667
CUST00228,7,4150.72,592.96,0.33428571428571424,0.14285714285714285,3.4285714285714284
CUST00229,5,3077.41,615.482,0.304,0.0,3.8
CUST00230,8,7503.74,937.9675,0.2175,0.0,4.25
CUST00231,3,1558.41,519.47,0.19333333333333333,0.0,4.666666666666667
CUST00232,1,786.26,786.26,0.33,0.0,4.0
CUST00233,3,1626.9899999999998,542.3299999999999,0.2866666666666667,0.0,3.3333333333333335
CUST00234,4,2458.9700000000003,614.7425000000001,0.195,0.0,3.5
CUST00235,4,2278.82,569.705,0.225,0.0,4.5
CUST00236,1,782.89,782.89,0.37,0.0,4.0
CUST00237,4,3607.29,901.8225,0.2525,0.0,3.75
CUST00238,2,2181.78,1090.89,0.185,0.0,3.5
CUST00239,1,208.1,208.1,0.51,0.0,5.0
CUST00240,2,2277.31,1138.655,0.18,0.0,4.5
CUST00241,3,3041.48,1013.8266666666667,0.38999999999999996,0.0,4.333333333333333
CUST00242,6,3655.25,609.2083333333334,0.29833333333333334,0.0,3.1666666666666665
CUST00243,4,3129.06,782.265,0.395,0.25,3.25
CUST00244,2,2449.86,1224.93,0.22499999999999998,0.0,3.0
CUST00245,2,1245.78,622.89,0.36,0.0,4.5
CUST00246,3,1985.72,661.9066666666666,0.25,0.0,2.6666666666666665
CUST00247,11,5611.35,510.12272727272733,0.41363636363636364,0.0,3.5454545454545454
CUST00248,7,4187.5599999999995,598.222857142857,0.3171428571428571,0.0,3.7142857142857144
CUST00249,3,1761.46,587.1533333333333,0.4066666666666667,0.0,4.333333333333333
CUST00250,1,837.19,837.19,0.3,0.0,5.0
CUST00251,1,966.73,966.73,0.37,1.0,5.0
CUST00252,6,5194.02,865.6700000000001,0.3216666666666667,0.0,3.5
CUST00253,3,1901.1299999999999,633.7099999999999,0.19999999999999998,0.0,4.0
CUST00254,4,3041.57,760.3925,0.33999999999999997,0.0,4.25
CUST00255,6,4806.29,801.0483333333333,0.19833333333333333,0.16666666666666666,3.6666666666666665
CUST00256,2,1727.8400000000001,863.9200000000001,0.105,0.0,4.0
CUST00257,2,1042.47,521.235,0.3,0.0,3.0
CUST00258,10,6259.64,625.964,0.27199999999999996,0.0,4.2
CUST00259,1,1519.33,1519.33,0.32,0.0,4.0
CUST00260,2,1820.81,910.405,0.395,0.0,3.0
CUST00261,1,350.44,350.44,0.44,0.0,3.0
CUST00262,2,1318.44,659.22,0.12,0.0,4.0
CUST00263,12,7940.0,661.6666666666666,0.3475,0.25,3.9166666666666665
CUST00264,2,671.0999999999999,335.54999999999995,0.31,0.0,3.5
CUST00265,1,510.24,510.24,0.38,0.0,5.0
CUST00266,4,5306.62,1326.655,0.255,0.25,3.5
CUST00267,4,4026.2300000000005,1006.5575000000001,0.25,0.25,3.0
CUST00268,3,2097.02,699.0066666666667,0.4166666666666667,0.0,5.0
CUST00269,3,2563.9300000000003,854.6433333333334,0.33,0.0,4.333333333333333
CUST00270,2,968.72,484.36,0.24000000000000002,0.0,4.5
CUST00271,4,3933.98,983.495,0.20750000000000002,0.0,3.75
CUST00272,13,13721.27,1055.4823076923078,0.22307692307692306,0.0,3.4615384615384617
CUST00273,8,6009.55,751.19375,0.1925,0.125,4.5
CUST00274,1,695.0,695.0,0.36,0.0,3.0
CUST00275,6,3879.21,646.535,0.22,0.0,3.1666666666666665
CUST00276,6,8721.42,1453.57,0.22,0.0,3.6666666666666665
CUST00277,3,1630.27,543.4233333333333,0.24666666666666667,0.0,4.0
CUST00278,4,2768.06,692.015,0.265,0.0,3.5
CUST00279,8,5366.55,670.81875,0.34875,0.0,4.0
CUST00280,8,7231.759999999999,903.9699999999999,0.26875,0.0,3.625
CUST00281,2,1161.06,580.53,0.335,0.0,3.5
CUST00282,2,774.76,387.38,0.33999999999999997,0.0,2.5
CUST00283,10,7871.0,787.1,0.327,0.2,4.1
CUST00284,2,781.62,390.81,0.345,0.0,4.0
CUST00285,4,2158.18,539.545,0.3175,0.0,3.5
CUST00286,2,2027.25,1013.625,0.395,0.0,4.0
CUST00287,6,6236.95,1039.4916666666666,0.2866666666666667,0.0,4.0
CUST00288,2,1096.1,548.05,0.255,0.0,4.5
CUST00289,2,811.06,405.53,0.36,0.0,4.0
CUST00290,1,251.16,251.16,0.34,0.0,5.0
CUST00291,9,5604.34,622.7044444444444,0.33555555555555555,0.2222222222222222,3.4444444444444446
CUST00292,1,657.91,657.91,0.08,1.0,1.0
CUST00293,3,1699.71,566.57,0.3233333333333333,0.0,5.0
CUST00294,1,1714.42,1714.42,0.12,0.0,5.0
CUST00295,2,2000.29,1000.145,0.53,0.0,4.0
CUST00296,4,1989.83,497.4575,0.195,0.0,5.0
CUST00297,1,1130.29,1130.29,0.16,0.0,2.0
CUST00298,1,1122.99,1122.99,0.2,0.0,3.0
CUST00299,4,2302.1800000000003,575.5450000000001,0.4175,0.25,4.0
CUST00300,4,2276.6099999999997,569.1524999999999,0.3725,0.0,4.5
CUST00301,7,7023.07,1003.2957142857142,0.18285714285714286,0.0,3.0
CUST00302,4,2534.0,633.5,0.3975,0.25,4.25
CUST00303,5,3674.2,734.8399999999999,0.21200000000000002,0.2,3.8
CUST00304,3,2837.27,945.7566666666667,0.23666666666666666,0.0,4.0
CUST00305,1,531.59,531.59,0.19,0.0,5.0
CUST00306,5,3658.35,731.67,0.21000000000000002,0.2,4.2
CUST00307,3,2114.17,704.7233333333334,0.42333333333333334,0.3333333333333333,4.333333333333333
CUST00308,2,1535.15,767.575,0.26,0.0,3.5
CUST00309,3,2731.6099999999997,910.5366666666665,0.3666666666666667,0.0,4.0
CUST00310,1,578.27,578.27,0.2,1.0,5.0
CUST00311,1,1336.82,1336.82,0.1,0.0,2.0
CUST00312,1,486.27,486.27,0.2,0.0,5.0
CUST00313,1,769.77,769.77,0.33,0.0,3.0
CUST00314,1,560.98,560.98,0.29,0.0,5.0
CUST00315,10,10137.960000000001,1013.796,0.337,0.0,4.3
CUST00316,2,1079.82,539.91,0.32,0.5,3.5
CUST00317,1,1353.24,1353.24,0.19,0.0,3.0
CUST00318,5,5959.01,1191.8020000000001,0.244,0.0,4.8
CUST00319,6,2585.4700000000003,430.9116666666667,0.32666666666666666,0.0,4.5
CUST00320,7,5001.34,714.4771428571429,0.32285714285714284,0.0,3.142857142857143
CUST00321,6,3100.54,516.7566666666667,0.3133333333333333,0.0,3.3333333333333335
CUST00322,5,3351.86,670.3720000000001,0.384,0.0,4.0
CUST00323,8,7225.06,903.1325,0.32875,0.0,4.25
CUST00324,4,6039.5599999999995,1509.8899999999999,0.1925,0.25,4.75
CUST00325,3,3542.89,1180.9633333333334,0.24,0.0,3.6666666666666665
CUST00326,3,1868.65,622.8833333333333,0.23666666666666666,0.0,3.6666666666666665
CUST00327,3,1087.67,362.5566666666667,0.3133333333333333,0.0,4.0
CUST00328,1,371.68,371.68,0.32,0.0,5.0
CUST00329,1,299.28,299.28,0.06,0.0,4.0
CUST00330,3,1307.8000000000002,435.9333333333334,0.33,0.0,3.3333333333333335
CUST00331,5,3450.66,690.132,0.422,0.2,2.8
CUST00332,2,2059.8,1029.9,0.375,0.5,1.5
CUST00333,1,870.15,870.15,0.07,0.0,3.0
CUST00334,3,2170.31,723.4366666666666,0.35666666666666663,0.3333333333333333,3.3333333333333335
CUST00335,3,2480.1,826.6999999999999,0.38999999999999996,0.0,3.6666666666666665
CUST00336,4,1900.82,475.205,0.2225,0.0,4.75
CUST00337,2,1887.73,943.865,0.385,0.0,3.5
CUST00338,1,887.38,887.38,0.27,1.0,1.0
CUST00339,4,2671.88,667.97,0.3125,0.25,4.333333333333333
CUST00340,8,5565.53,695.69125,0.17875,0.125,3.625
CUST00341,1,790.16,790.16,0.46,0.0,3.0
CUST00342,3,2620.58,873.5266666666666,0.4166666666666667,0.0,4.333333333333333
CUST00343,5,2489.52,497.904,0.248,0.0,4.4
CUST00344,5,4461.57,892.314,0.17200000000000001,0.0,4.2
CUST00345,5,5510.36,1102.072,0.154,0.0,4.6
CUST00346,11,10011.3,910.1181818181817,0.25363636363636366,0.18181818181818182,4.2727272727272725
CUST00347,4,3311.46,827.865,0.3825,0.0,4.0
CUST00348,3,2509.74,836.5799999999999,0.25666666666666665,0.0,4.0
CUST00349,4,3794.38,948.595,0.2475,0.0,4.25
CUST00350,1,537.51,537.51,0.12,0.0,4.0
CUST00351,7,7447.2,1063.8857142857144,0.21,0.14285714285714285,3.857142857142857
CUST00352,1,1000.77,1000.77,0.12,0.0,5.0
CUST00353,4,1755.1200000000001,438.78000000000003,0.25,0.0,4.0
CUST00354,5,2894.64,578.928,0.22199999999999998,0.0,4.4
CUST00355,4,3405.2,851.3,0.1175,0.0,3.75
CUST00356,5,2474.34,494.86800000000005,0.242,0.0,2.6
CUST00357,1,513.15,513.15,0.29,0.0,1.0
CUST00358,2,1523.3600000000001,761.6800000000001,0.33499999999999996,0.0,4.0
CUST00359,8,6332.549999999999,791.5687499999999,0.25,0.0,3.875
CUST00360,6,8052.9800000000005,1342.1633333333334,0.165,0.0,3.6666666666666665
CUST00361,1,361.04,361.04,0.12,1.0,5.0
CUST00362,4,2137.19,534.2975,0.31,0.0,4.0
CUST00363,1,413.99,413.99,0.32,0.0,5.0
CUST00364,3,2049.88,683.2933333333334,0.24666666666666667,0.0,4.333333333333333
CUST00365,1,1015.06,1015.06,0.21,0.0,2.0
CUST00366,4,5279.17,1319.7925,0.185,0.0,3.75
CUST00367,1,884.81,884.81,0.14,0.0,1.0
CUST00368,1,348.81,348.81,0.25,1.0,5.0
CUST00369,3,2263.62,754.54,0.25333333333333335,0.0,3.6666666666666665
CUST00370,1,452.14,452.14,0.42,0.0,5.0
CUST00371,3,2631.54,877.18,0.16666666666666666,0.0,3.6666666666666665
CUST00372,1,431.11,431.11,0.38,0.0,5.0
CUST00373,2,1612.8899999999999,806.4449999999999,0.3,0.0,1.0
CUST00374,2,795.8299999999999,397.91499999999996,0.345,0.0,4.5
CUST00375,6,3564.29,594.0483333333333,0.32833333333333337,0.0,4.333333333333333
CUST00376,8,5532.45,691.55625,0.2675,0.0,4.375
CUST00377,4,2214.32,553.58,0.2625,0.0,4.75
CUST00378,1,1622.32,1622.32,0.29,0.0,4.0
CUST00379,2,1029.97,514.985,0.16,0.0,3.0
CUST00380,6,3460.9,576.8166666666667,0.4033333333333333,0.0,4.166666666666667
CUST00381,1,597.86,597.86,0.28,0.0,4.0
CUST00382,2,766.55,383.275,0.105,0.0,4.0
CUST00383,6,4050.1099999999997,675.0183333333333,0.20000000000000004,0.16666666666666666,4.666666666666667
CUST00384,1,470.31,470.31,0.22,0.0,4.0
CUST00385,7,5606.02,800.86,0.29714285714285715,0.0,3.7142857142857144
CUST00386,6,4989.88,831.6466666666666,0.24166666666666667,0.0,4.5
CUST00387,1,721.21,721.21,0.31,0.0,4.0
CUST00388,5,2574.36,514.8720000000001,0.328,0.0,4.4
CUST00389,9,6570.38,730.0422222222222,0.29888888888888887,0.0,4.111111111111111
CUST00390,2,1639.4299999999998,819.7149999999999,0.35,0.0,3.5
CUST00391,3,2830.86,943.62,0.23666666666666666,0.0,4.0
CUST00392,7,5290.95,755.85,0.2785714285714286,0.0,4.142857142857143
CUST00393,2,2231.04,1115.52,0.19,0.0,4.0
CUST00394,1,404.19,404.19,0.21,0.0,5.0
CUST00395,3,1418.71,472.90333333333336,0.31666666666666665,0.0,4.333333333333333
CUST00396,5,3031.7799999999997,606.356,0.21399999999999997,0.0,4.75
CUST00397,11,9647.73,877.0663636363636,0.21545454545454545,0.0,3.1818181818181817
CUST00398,4,2823.02,705.755,0.28500000000000003,0.0,4.5
CUST00399,4,2749.65,687.4125,0.3025,0.0,2.75
CUST00400,1,402.05,402.05,0.61,0.0,4.0
CUST00401,1,568.99,568.99,0.19,0.0,4.0
CUST00402,3,1410.06,470.02,0.36000000000000004,0.0,4.333333333333333
CUST00403,2,2029.3200000000002,1014.6600000000001,0.12,0.0,4.5
CUST00404,6,4631.52,771.9200000000001,0.20666666666666667,0.0,4.0
CUST00405,1,282.03,282.03,0.5,1.0,5.0
CUST00406,3,997.27,332.42333333333335,0.3433333333333333,0.0,2.3333333333333335
CUST00407,1,1569.01,1569.01,0.36,0.0,5.0
CUST00408,7,4155.91,593.7014285714286,0.23857142857142857,0.14285714285714285,3.857142857142857
CUST00409,7,4946.35,706.6214285714286,0.2671428571428572,0.42857142857142855,3.857142857142857
CUST00410,2,1365.22,682.61,0.22,0.0,4.5
CUST00411,1,1756.76,1756.76,0.16,0.0,4.0
CUST00412,1,1486.51,1486.51,0.04,0.0,3.0
